Downloaded from wid.world on 13-04-2025 at 11:14:22
Brazil ;"shweal_p90p100_z_BR
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1980;Unnamed: 4
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1991;0.4081
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1992;0.4081
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1993;0.4081
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1994;0.4081
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1995;0.4091
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1996;0.43
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1997;0.4464
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1998;0.4591
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1999;0.4692
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2000;0.4775
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2001;0.4844
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2002;0.4901
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2003;0.4903
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2004;0.5061
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2005;0.5229
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2006;0.5393
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2007;0.5582
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2008;0.5691
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2009;0.5820000000000001
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2010;0.6276
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2011;0.6677000000000001
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2012;0.6655
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2013;0.6656000000000001
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2014;0.6674
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2015;0.6741
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2016;0.6742
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2017;0.6771
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2018;0.6762
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2019;0.6754
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2020;0.6778000000000001
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2021;0.6795
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2022;0.6788000000000001
China ;"shweal_p90p100_z_CN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2023;0.6788000000000001
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1980;
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1981;0.45
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1982;
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1983;
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1984;
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1985;
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1986;
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1987;
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1988;
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1989;
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1990;
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1991;0.5054000000000001
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1992;
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1993;
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1994;
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1995;0.5632
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1996;0.5628000000000001
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1997;0.5639000000000001
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1998;0.5646
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1999;0.5651
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2000;0.5657
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2001;0.5680000000000001
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2002;0.5715
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2003;0.5694
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2004;0.5789000000000001
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2005;0.5820000000000001
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2006;0.5968
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2007;0.6206
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2008;0.6313000000000001
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2009;0.6171
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2010;0.6336
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2011;0.6418
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2012;0.6283000000000001
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2013;0.6299
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2014;0.6262
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2015;0.6415000000000001
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2016;0.6378
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2017;0.6435000000000001
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2018;0.634
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2019;0.6292
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2020;0.6215
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2021;0.6437
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2022;0.6501
India ;"shweal_p90p100_z_IN
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2023;0.6501
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1980;
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1981;
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1982;
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1983;
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1984;
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1985;
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1986;
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1987;
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1988;
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1989;
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1990;
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1991;
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1992;
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1993;
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1994;
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1995;0.5834
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1996;0.5851000000000001
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1997;0.5844
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1998;0.5851000000000001
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1999;0.5860000000000001
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2000;0.5880000000000001
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2001;0.5888
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2002;0.5908
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2003;0.5925
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2004;0.5948
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2005;0.5952000000000001
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2006;0.5956
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2007;0.5961000000000001
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2008;0.5943
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2009;0.5917
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2010;0.5932000000000001
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2011;0.5930000000000001
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2012;0.5931000000000001
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2013;0.5934
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2014;0.5934
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2015;0.5936
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2016;0.5935
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2017;0.5933
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2018;0.5933
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2019;0.5933
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2020;0.5934
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2021;0.5933
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2022;0.5934
Japan ;"shweal_p90p100_z_JP
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2023;0.5934
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1980;
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1981;
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1982;
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1983;
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1984;
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1985;
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1986;
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1987;
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1988;
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1989;
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1990;
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1991;
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1992;
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1993;
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1994;
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1995;0.5255000000000001
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1996;0.5441
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1997;0.5957
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1998;0.624
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;1999;0.6574
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2000;0.6465000000000001
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2001;0.6674
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2002;0.643
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2003;0.6671
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2004;0.6702
Russian Federation ;"shweal_p90p100_z_RU
Net personal wealth
Top 10% | share | adults | equal split
";p90p100;2005;0.6571
